TradingDay,corr_price_turn_1M,vol_std_1M,vol_std_3M,vol_std_6M,vol_down_std_1M,vol_down_std_3M,vol_down_std_6M,vol_up_std_1M,vol_up_std_3M,vol_up_std_6M,vol_highlow_avg_1M,vol_highlow_avg_3M,vol_highlow_avg_6M,vol_highlow_std_1M,vol_highlow_std_3M,vol_highlow_std_6M,vol_upshadow_avg_1M,vol_upshadow_avg_3M,vol_upshadow_avg_6M,vol_upshadow_std_1M,vol_upshadow_std_3M,vol_upshadow_std_6M,vol_downshadow_avg_1M,vol_downshadow_avg_3M,vol_downshadow_avg_6M,vol_downshadow_std_1M,vol_downshadow_std_3M,vol_downshadow_std_6M,vol_w_downshadow_avg_1M,vol_w_downshadow_avg_3M,vol_w_downshadow_avg_6M,vol_w_downshadow_std_1M,vol_w_downshadow_std_3M,vol_w_downshadow_std_6M,mmt_normal_M,mmt_normal_A,mmt_avg_M,mmt_avg_A,mmt_intraday_M,mmt_intraday_A,mmt_overnight_M,mmt_overnight_A,mmt_off_limit_A,mmt_off_limit_M,mmt_range_M,mmt_range_A,mmt_discrete_M,mmt_discrete_A,mmt_sec_rank_M,mmt_sec_rank_A,mmt_route_M,mmt_route_A,mmt_time_rank_M,liq_turn_avg_1M,liq_turn_avg_3M,liq_turn_avg_6M,liq_turn_std_1M,liq_turn_std_3M,liq_vstd_1M,liq_vstd_3M,liq_vstd_6M,liq_amihud_avg_1M,liq_amihud_avg_3M,liq_amihud_avg_6M,liq_amihud_std_1M,liq_amihud_std_3M,liq_amihud_std_6M,liq_shortcut_avg_1M,liq_shortcut_avg_3M,liq_shortcut_avg_6M,liq_shortcut_std_1M,liq_shortcut_std_3M,liq_shortcut_std_6M,corr_price_turn_post_1M,corr_price_turn_prior_1M,corr_rety_turn_1M,corr_rety_turn_post_1M,corr_rety_turn_prior_1M,corr_price_turn_3M,corr_price_turn_post_3M,corr_price_turn_prior_3M,corr_rety_turn_3M,corr_rety_turn_post_3M,corr_rety_turn_prior_3M,corr_price_turn_6M,corr_price_turn_post_6M,corr_price_turn_prior_6M,corr_rety_turn_6M,corr_rety_turn_prior_6M,corr_rety_turn_change_1M,corr_rety_turn_change_post_1M,corr_rety_turn_change_prior_1M,corr_rety_turn_change_3M,corr_rety_turn_change_post_3M,corr_rety_turn_change_prior_3M,corr_rety_turn_change_6M,corr_rety_turn_change_post_6M,corr_rety_turn_change_prior_6M,liq_turn_std_6M,corr_rety_turn_post_6M,HS300ZZ500StyleBias5,HS300ZZ500StyleBias20,HS300ZZ500StyleBias60,ZZ500ZZ1000StyleBias5,ZZ500ZZ1000StyleBias20,ZZ500ZZ1000StyleBias60
2022-01-04,0.01645018210451832,-0.1423640213683408,-0.20501850217229006,-0.2020315632344568,-0.14896981012501642,-0.16823502404174953,-0.18241257433417066,-0.08449170058702284,-0.08819332958127014,-0.04943128365886019,-0.19403558354929692,-0.22467572817017695,-0.22293192043866203,-0.11698940084199141,-0.15155849693662193,-0.1552290060316783,-0.17094504853861,-0.2179204678903682,-0.2126468425071282,-0.11158683462070415,-0.16881025280330467,-0.16902467959301243,-0.18631949445049906,-0.2019447049451217,-0.21347921288410027,-0.15861668878013052,-0.17324109844280922,-0.18933243303128908,-0.15617367651109793,-0.21338753851253664,-0.21986155100324878,-0.12060346717064889,-0.17709476449144823,-0.18454357026643806,-0.02599107175730944,,-0.04978378084401681,-0.20007480791208862,0.017510063687743247,-0.09455611461529632,-0.0016913194513110859,-0.016761665443076265,-0.07390393690529429,0.07649544061949604,-0.05628898925139926,-0.04346394863338445,0.05789556817673889,-0.09042472361271325,0.05980971592858731,-0.06117941832958279,0.05773668336825992,,-0.18534518846231446,-0.11322174652346774,-0.14829496932083774,-0.15279026427136236,-0.093345925043064,-0.13041895102890924,-0.0389066479861681,-0.05646967321010738,-0.053892720936852434,0.07497983461805119,0.0851754146985845,0.08234263601727052,0.032019238168886355,0.05631881981080331,0.03097469264701289,-0.008438318523474484,0.012911775207285866,0.01873750093413942,-0.007053435151347728,0.011144111672964264,0.014499598997966033,-0.05406497713287715,-0.039260804845865103,0.03839823806448942,0.017944041122819682,0.005005199021864485,-0.0014304284499570647,-0.021793444185754376,-0.008077334057503965,-0.07210542453113275,-0.08546103573750974,-0.07832589591196315,0.03573241156460262,0.0262881081484977,0.03579789205521408,-0.08696662149106536,-0.09405383473033622,0.09856749366697054,-0.0038203541438446387,-0.01873318909297429,-0.012565548409322856,-0.011107920369818123,0.009178104249293814,-0.023018308022365597,-0.023476697469764832,0.011631962134479236,-0.093345925043064,-0.09400443526982848,0.09555050943552369,-0.034830085314388595,-0.018756668872907365,0.0025597598006311625,-0.11659488267553023,0.0025597598006311625
2022-01-05,0.01907163471230117,0.12437868112146358,0.10773049801540714,0.0827922934400234,0.09856691155744109,0.06290431118323558,0.059622224606436944,0.0297939558674744,0.018800413188021302,0.020584372483724963,0.14648083107383492,0.10877025855488033,0.07907060849988734,0.08538166311056089,0.08518986244483433,0.06775347718316416,0.1495502200763525,0.10540835930575214,0.07572147902580345,0.11981079843644653,0.11406537539360674,0.09769736314187467,0.13205071838771854,0.10279131795729113,0.07025388739171684,0.10302330102690369,0.08751184844574993,0.06683055148746163,0.12184845879081897,0.10895676271032535,0.07492523802564152,0.10563926214400039,0.09893230842414957,0.0719157669812871,-0.0007758594802607794,,-0.018797331581249323,0.08034777428020097,0.007157713216670122,0.04876872779785982,0.002965277154692884,-0.007032453903944223,-0.008276049889315348,-0.026341907055328295,0.026011241238517533,0.0026526726115342087,-0.03756729215761336,0.014949887811895659,-0.02877284204662975,-0.0014388682352438056,-0.017111104328157753,,0.11956487360949505,0.09838584803637067,0.08096073619477191,0.07426332415376814,0.07569213911129637,0.09884786588011929,-0.09713812403722942,-0.09700555160470255,-0.09885475055516206,0.04618353697440662,0.04932780718148741,0.04844899350951074,0.004740676384040462,0.01373058533203586,0.001177322078450999,0.015141881274617566,0.018042256121725796,0.01190210402448307,0.007139599492291602,0.02515999596730043,0.015126507051041523,0.0033183678723693925,0.012716219631537979,0.007314891046207619,-0.009357635498276042,0.046512799928744894,0.08093150839833375,0.08119534835447265,0.07830695737644928,0.03860064510674987,-0.010219130658403039,0.09483079919748622,0.08750398077762803,0.08085275888577133,0.08181322092418129,0.03523365728416476,0.12315010484134374,0.03253540378469441,0.005195071569613282,0.015410442608438948,0.07207048835673281,-0.00048457624957146003,0.03741486429630008,0.0751657584346552,-0.02258546807001899,0.06737110773548473,0.07569213911129637,0.1007294210025848,-0.027998626103436994,0.01222392316923756,-0.018712077432349674,0.0396917184956843,0.044621720282905106,0.0396917184956843
2022-01-06,0.01022471978192697,-0.27162242244389057,-0.27783317954883313,-0.26634053089065896,-0.21514465678708322,-0.20554466919961786,-0.1797436959705329,-0.07946926627312093,-0.0637192850906765,-0.041454588048219006,-0.30585666425192076,-0.2942372999445448,-0.2317789852154641,-0.16902503313078268,-0.20011077881593478,-0.16151474807394686,-0.2948792227365779,-0.3005391118027444,-0.23328479712022743,-0.22737051659877427,-0.2598641004030709,-0.20989882107850605,-0.2632434197104228,-0.2469782332908217,-0.19918209053712313,-0.21697062315377322,-0.2116636702777127,-0.1840245949350934,-0.2715103224076923,-0.28866930762263454,-0.2281764861265997,-0.204507061162887,-0.24590414158474086,-0.20162079943905947,-0.0895994107284982,,-0.00266515429550244,-0.20661562734078748,-0.08596792634591036,-0.20724742528065773,-0.0028786785765553525,0.01924930098463784,-0.006271954228744967,0.05664091983548979,-0.024916697652417188,-0.0138924625743402,0.018307197472829988,-0.06752526191766178,0.026222343390661373,0.010324999372377073,0.009502899650305341,,-0.2381550269401288,-0.23717025366512426,-0.21858973518251928,-0.17272967828073663,-0.17462208563172052,-0.2114879007414346,0.02200618001740685,0.019032566418981146,0.02274739642216361,0.06664171147680835,0.06186565367261378,0.05759644784280509,0.08679453206517435,0.03256142360615306,0.021267916596173927,-0.006595155773274429,-0.004246977617596229,-0.0136854460371472,0.014030582006624912,-0.003523927821844795,-0.004440564561910816,-0.03910851039055839,-0.045032021604911036,0.06601277561156094,-0.03208076383915503,-0.05257731398113499,-0.0930571216562205,-0.11533476783370243,-0.10198384766609112,-0.0331827720441748,-0.03147901295556615,-0.12575133741137726,-0.07096399608686849,-0.07370430170847994,-0.07173680383634505,-0.06199097132555465,-0.12320570558331873,0.06791602933924251,-0.00022349897273568015,-0.08663588407534009,-0.061951216839293936,0.0003187119556680246,-0.07998421924808728,-0.10248108526084286,-0.017869358787458087,-0.05954692647583626,-0.17462208563172052,-0.1129507619810593,0.13879019183995073,0.06650418689723776,0.04008086525686162,-0.08065274597012842,-0.115383460575747,-0.08065274597012842
2022-01-07,0.043185969049477704,0.06294602393497602,0.034241788886173075,-0.015216173269266922,0.04198828587150675,0.05001954139268939,0.009941467963679295,0.042992205460338044,0.027497452899231736,0.023704452513781706,0.04225269739260026,0.005628406827962463,-0.038182236772530236,0.05658986855233551,0.05463844224333783,0.028657986658549045,0.003562809715549905,-0.020940067570627007,-0.0573616898360373,0.05578916685475484,0.054861274548090956,0.026466539549315125,0.017255327380551844,-0.013293076588388702,-0.0540920802078519,0.03127861607094629,-0.0032129573681494777,-0.03941512736412447,0.05592631726669791,0.006832880263704553,-0.03987304192864369,0.06252295485028213,0.03955716011292221,0.006739850547113485,0.08336665617487601,,0.024408916076708226,-0.09243999180004497,0.048224331668122386,-0.05266037097871513,0.002405482582169895,0.017164477451338388,-0.04934741325180881,0.03858394862154724,0.02677181945982188,0.03052133002919775,0.06594392816798188,-0.01415960655702083,0.06098599167303936,-0.07006215233078611,0.06851473376041979,,0.04859890108080735,0.06510198236144789,0.03671364823519675,0.010683980912434412,0.08818618961814483,0.08709630968854709,-0.09136117020771067,-0.08662123158032313,-0.08857010017260063,0.0734153687929241,0.07946747167837843,0.07712629464931203,0.09114907486270526,0.05929803590731463,0.02218848454743695,0.09176520702448167,0.11653261515138158,0.11948904833384885,0.08215146060806394,0.11586394294688096,0.10229964407698008,0.05440631477543943,0.020218280430366806,0.02422154706885564,0.021911929280089386,0.048118797039075616,0.07515219943079932,0.07763868307633856,0.08282373767788566,-0.008135118432711645,-0.026216005228497014,0.051731166820727974,0.09032189716597547,0.08222400948512452,0.08940700060473725,0.034624992787925156,0.06415012794219838,0.026849833333095888,-0.003522333818557305,0.018855058894245044,0.02847814209606442,-0.00533521462674855,0.046447949962741576,0.06419702450742308,-0.00507538798915763,0.025520407885234804,0.08818618961814483,0.05494411420179903,0.04318204240910146,0.046266625451538194,-0.055357518889236394,0.10477448285834863,0.014154687554043147,0.10477448285834863
2022-01-10,0.029134780806720936,-0.09247010941724876,-0.05415766081448394,-0.01547748703770344,-0.003918107368128576,0.003749987245043166,0.011265927246572337,-0.02172612719467166,-0.009038075969552124,0.015186440439464806,-0.1006133568024671,-0.060314601329667664,-0.024217416765482273,-0.03585564588810443,-0.018865058067882887,0.012114640191225408,-0.10068795631526577,-0.06356732256711815,-0.031985407836801004,-0.07716096983975203,-0.04391873884986883,-0.015025095540910242,-0.11528707201828604,-0.06259427401126887,-0.03209642304277632,-0.100972878750068,-0.05678760161004837,-0.024302380595892528,-0.1220779016089529,-0.08285894631636719,-0.033931709121283196,-0.10282654236315868,-0.06341870445487736,-0.024117204586692535,-0.06232624299622403,,-0.09147201158577847,0.002199204839100524,-0.0995918436550189,0.018112426116653545,0.027572539797361458,0.011965369050940602,0.01853248494649303,-0.06604202397771126,-0.02903588014835027,0.030891303144312102,-3.7323574012856685e-05,0.05998657757235999,-0.05183124717999642,0.03242931040647357,-0.08234767134389892,,-0.018606247166581043,-0.039692232735647204,-0.0033105395216950335,0.022212942558428067,-0.035192129559122313,-0.016307883554564247,-0.0014370627869449782,0.005145085131273822,0.007883018657617757,0.06532181395912663,0.06853354233959616,0.0685755709800776,0.033870634224869765,0.026028296570629883,0.02739596646013574,-0.012551576398069924,0.004020109685175994,-0.0028097863356452246,-0.002988616863138393,0.015121315954887003,0.0061984707661567676,0.035435542875868926,0.07695294738936212,-0.09275670938068754,-0.04710488370481374,-0.04866816276444272,0.04431923883318722,0.0465018686074625,0.06709689453917113,-0.09974918134140857,-0.054452294147963924,-0.04786681221264179,0.05026064648801461,0.05278567490779141,0.06481815005848834,-0.06538547253080103,-0.027870601101545222,-0.054579913538522366,-0.004039914282658426,0.04714914707400055,-0.05140746450310263,0.00847956333923555,0.05265382749536812,-0.014127773925980263,-0.0007574198088477238,0.04587347390492446,-0.035192129559122313,-0.027212575246286425,0.042528612735484375,0.018369549582620246,0.02138385830757173,-0.02210261035566866,0.04417190779460318,-0.02210261035566866
2022-01-11,0.025228395850234342,0.07288349043341139,0.030839664122556093,-0.03785930624512976,0.04217773756332576,0.026593614077003006,-0.030696161173526564,0.03362925485956956,0.0056552247129827956,-0.02333151275645083,0.07381946558073497,0.009332271879449896,-0.03990907937166163,0.08391049737144071,0.05141139892444907,0.002988837727951062,0.05550487683054331,-0.010094096800043872,-0.04965796211947601,0.0747496267161071,0.027630864030808625,-0.01934962694557026,0.04709395887631091,-0.002829299377357692,-0.04574616339717263,0.06190786751850883,0.01991390671974588,-0.019543214710443332,0.10793784602322344,0.028260458680472597,-0.021129674218131132,0.09637686680176523,0.04326539637775187,-0.006226455335003988,0.17150905060108465,,0.12925650941713746,-0.07294372008268211,0.1158536183453136,-0.07144770256817143,-0.0020372795646222196,0.021077522633318076,-0.05756357637211812,0.04011893214443997,-0.008900986000443022,-0.020614938243977077,0.08997041399046997,0.031895435959246966,0.12581013884979053,0.03715548094565726,0.09914888218191571,,0.025313252027836044,0.0934264345797358,0.021020457556297025,-0.015512906907529935,0.12218817612132217,0.08125323615578206,-0.05181644113007026,-0.054060583660061605,-0.0542418900566261,0.07018585250720527,0.07743318334133592,0.08339861347738921,0.06193974779701667,0.054529372679312724,0.05881998606334341,0.03222272264167328,0.05291035118682676,0.05677045233826848,0.022332205191519808,0.05427827912980414,0.05396870356699384,0.02210545194706468,0.029978088788202083,-0.01710307773471713,-0.012629361584105133,0.008341321266168381,0.08225632196866034,0.07488859502251562,0.0856765568726294,-0.04759954388971197,0.006617405358228057,0.010640141209840432,0.050390426665411304,0.03794803840520839,0.04615313582040975,-0.027097698103183094,0.005401346671956382,0.006577740722289237,-0.0071373679451959115,0.03406466550000586,-0.01524022384972189,-0.007909648904420821,0.06784376295220404,-0.003907559744183337,-0.01185412386185228,0.05459070760339226,0.12218817612132217,-0.0028684161820002048,0.046275580572980715,0.03938230797929514,-0.032476524891706354,-0.00568892566976814,-0.008679844320083443,-0.00568892566976814
2022-01-12,0.08786646863879033,0.01567228710553915,-0.06753671353603138,-0.03318100856175457,0.01082409379526135,-0.049985143826053055,-0.11022901080269175,0.04332103001953176,0.004432323446191009,-0.001215329691832253,-0.02593908087357416,-0.09051170128817215,-0.13641118675723574,0.06454648282089219,0.014075799897499328,-0.03136094333179192,-0.03142973315112056,-0.08946209136555154,-0.12133713251045611,0.01288903923137196,-0.033870445393235554,-0.07207267704936961,-0.03997327714801767,-0.11390244867520043,-0.16190733997045448,0.00069899757590517,-0.06688057625080134,-0.12268861643114733,0.014881610536247102,-0.07011729254062778,-0.12526773677487307,0.05878579177176943,-0.014062378024373339,-0.06370379224276071,0.11875197971356255,,0.1362913637987516,-0.10174272949417325,0.0945163164112251,-0.06878283403681426,-0.02325196972704785,0.005815016920470432,-0.07242119973978808,0.06495670802355902,0.010411523163171888,0.005249352858488663,0.13639648148613237,0.03646779292706494,0.14680767103555475,0.03528783948637572,0.13604898084993813,,-0.0016523741989298,0.04937225471491245,3.4338742637916584e-05,-0.02784136009958275,0.10455664979815467,0.05350447329418157,-0.11004094290946183,-0.1160105900416619,-0.11645785718202512,0.11045655749588279,0.11926843895916824,0.12372959774449949,0.09581774227879929,0.08418137217891493,0.07827527242218808,0.033475431698927735,0.054825708067141175,0.060272597619678944,0.05838387806502979,0.07989383566142065,0.07438856070701633,0.05418755465558128,0.075809033794224,0.030574223322055002,0.0507571060157873,0.02916813667028955,0.12267854532569096,0.09504753030803315,0.11694749338481257,-0.009471081653873755,-0.0503837016016106,0.008497533595301282,0.11377388861712587,0.08036473508753639,0.09511531160580608,-0.0011522198266566556,0.004648476413046957,0.07636702518734524,-0.00828015856233446,0.03522067210832258,0.06016453728472768,0.005870987047663327,0.07036046402195395,0.0865196638945967,0.007756415978572457,0.04483172923641347,0.10455664979815467,0.006747678557018106,0.01783417749072532,0.10558956295941402,-0.00672598216844997,-0.07343921144141456,-0.04779909286650324,-0.07343921144141456
2022-01-13,-0.01525689797629811,0.1872561037094473,0.18956342977628585,0.10524067796387925,0.13885825242820676,0.11582937747395282,0.04749382658664614,0.09004561342945293,0.02779983614085396,-0.011426439004092112,0.23075050994241914,0.1708219185270476,0.09489147478485126,0.1763721279669397,0.11551285391718571,0.06949211192736464,0.21252080943335105,0.16109213492943808,0.08611661269611266,0.1558621401493089,0.12605097942542914,0.07198730702144533,0.19790333960991097,0.15575093672557686,0.1006287116200459,0.148973091114061,0.1278056750410758,0.08726644913119669,0.20612171864908665,0.17375412307245536,0.09316808125462803,0.18179731610182115,0.14321121299991552,0.08802885389955808,0.10938692426723969,,0.08697731789058699,0.12100336263069919,0.04361060627782263,-0.034159437790784876,0.021038991675997452,0.03374304983088862,0.03598264097225495,0.03177561789372921,0.007291167241496021,-0.031227705244222227,0.029209739538757912,0.03947240516734916,0.04606918447063003,0.053993894909265705,0.05529982826734387,,0.1607360488498347,0.06850650808188653,0.02915762228534639,-0.019439308651396103,0.05640192876167155,0.05071925245775525,0.0008725519292055276,0.00289675286592688,-0.007431267240335393,0.03244042520148626,0.023502005526128227,0.018168498593761774,0.017266847265775424,-0.01766726766854558,-0.048709537438181,0.04126645653557472,0.05540787884078587,0.060157674149874135,0.048573978562915385,0.06292100866328747,0.04054973838235938,0.0176763317319954,-0.011083668868917417,0.03983821264775334,-0.000562441295684969,0.021483525873427733,0.03264840623236823,0.04849784306247325,0.029867895728843432,0.08547646739967575,0.12316252630394557,0.06963895630601288,0.0023670347021762074,0.004735177034401761,-0.004207441959684334,0.11314281919864794,0.08055303325522746,0.0001608392489840878,-0.001083645601234917,-0.012200465787415902,0.048122740107430305,-0.009071574010543261,-0.0012039511605060318,0.055291975889747845,-0.0010140054874395613,-0.0197836924426777,0.05640192876167155,0.0676962577291957,0.06803786200983164,-0.0451192504467842,-0.047268639479507504,0.12123572211672057,0.06811263003434684,0.12123572211672057
2022-01-14,-0.02825837751432227,0.0003903360055181288,0.04739953210108309,0.06647984747106775,0.021158672186299615,0.05578917777699044,0.07077072402102402,0.08925206473541308,0.11899021051339566,0.09873000484963258,0.029192088611807998,0.0907944213637957,0.09424531101413386,-0.011731910219665211,0.04397262169686982,0.06310687518694705,0.06514504060513587,0.13073070079903285,0.12386156102319884,-0.00026394659133891814,0.06906878566543927,0.08874884054252255,0.03252319619545728,0.05716226099723284,0.06087983735020642,0.024580861625003343,0.03020542645831994,0.033579769253396126,-0.032792884267697,0.06049710826232009,0.0707414123810256,-0.03027862540108832,0.035972178347855335,0.05260871378673376,-0.1306943137846845,,-0.11351037936005962,0.042762902138907107,-0.14058452251403245,0.03043061624294246,0.06517577047740511,0.0215668966175809,-0.04121415889855408,-0.1226659397473826,0.008463058433251937,0.0699158170575491,-0.09484225549822646,0.034938725318097566,-0.09652460769930209,-0.0003246637172226111,-0.13879416676239706,,0.003951226506128939,0.055465535482331074,0.10553595602572341,0.11062474702268267,-0.0007232928747140541,0.047410216795717254,-0.009894177241728584,-0.006028648095984371,-0.009703623616683364,0.032231502306752854,0.022324619424306004,0.019962060955672854,0.014841648619491476,-0.012407520286335174,-0.015869889213783045,0.035561502182841265,0.020141216842056876,0.013974089114570461,0.035419520696756294,0.022545684997544106,0.015595988684358695,-0.05831677308444162,-0.031509828949431044,-0.04761678595733136,-0.09975551870813996,-0.027510008193040475,0.009002500640120509,-0.002283410052089383,0.0017456045864696268,0.010883228230114403,-0.10020202492919078,-0.030009956531611755,0.034318427850973034,0.020754076097520238,0.02446692563870068,0.033474967463999396,-0.010367952753812226,-0.01702817257283695,0.007106993219757845,-0.0007336946142417699,0.038899291787990155,-0.014334301777084772,-0.06289140253128044,0.059010633189304176,0.007963261847151128,-0.06543777036794321,-0.0007232928747140541,-0.04327727504247029,0.05791112337915454,-0.0037799636970030433,-0.036100252705706035,0.022023401856310854,0.044763163301321685,0.022023401856310854
2022-01-17,-0.1027526015215892,-0.17484176355813238,-0.13675745932897257,-0.017039080997809583,-0.082274020187098,-0.08285390799446297,0.0011813950338152503,-0.07871363550623517,-0.04604601771418198,-0.04103771459202547,-0.16974781640818737,-0.0805421145987112,0.00308430400994497,-0.18413991409784777,-0.15523141158858558,-0.08377308138803324,-0.14888868872721844,-0.0648514772879779,0.006938396389686169,-0.18056014178565924,-0.14520322390746904,-0.07566438381088297,-0.12023493015466323,-0.030808514491286763,0.04274968171030391,-0.15102093687757406,-0.08784088104466578,-0.017164176879214683,-0.20112001733401072,-0.09306921950790834,0.0032718388466908537,-0.21417314338944476,-0.1473959121299882,-0.06306273253676702,-0.28121094136168673,0.06656107563269952,-0.2745237722093084,0.04311277735418806,-0.25958574747280827,0.02671476028546911,0.024528366116192104,-0.023197736568014663,0.09655085491175125,-0.14434654644467532,-0.038233155191351016,-0.04620012643036276,-0.1774685361354082,0.00039808586984052075,-0.1918551777733371,0.08944618181054334,-0.2276782506223919,-0.043944933347229896,-0.10007289123235551,-0.19259351835205504,-0.1180483382935125,-0.06457093463527855,-0.21307639422391395,-0.2019193423466733,0.17135298516072606,0.17153467811285522,0.1757546515061775,0.027151850877812893,0.012523510214818415,0.0035176967242551895,0.02643208514481038,0.005541490146785924,-0.013736549490875716,-0.05943256668568645,-0.09296184595572485,-0.10060517025638327,-0.050796286071052466,-0.09852035321155563,-0.09592063343403823,-0.07575357124252557,-0.09093470851828155,-0.039263431653407066,-0.06958980656312913,-0.05930083534233279,-0.193334640020875,-0.17081583856207122,-0.18938378341105108,-0.03227966613442407,-0.029913541570245544,-0.0908137879399246,-0.1499287437443938,-0.12799766415180067,-0.13647071432587896,-0.054108809443640736,-0.10715517779765836,-0.07509004136543433,0.0027982989497187896,-0.029030180507274978,-0.08352579706628924,0.007622961472587016,-0.08261790784825815,-0.08159820832930913,0.01172564442788677,-0.07823262244757026,-0.21307639422391395,-0.12301984521118906,-0.12892545731122812,-0.033121311454806894,0.042185121381210854,-0.09824998111379564,-0.06984594529730866,-0.09824998111379564
